,,Season,Seed,Team,Team_Name,Slot,StrongSeed,DayZero,Daynum,Wteam,Wscore,Lteam,Lscore,Wloc,Numot,Wfgm,Wfga,Wfgm3,Wfga3,Wftm,Wfta,Wor,Wdr,Wast,Wto,Wstl,Wblk,Wpf,Lfgm,Lfga,Lfgm3,Lfga3,Lftm,Lfta,Lor,Ldr,Last,Lto,Lstl,Lblk,Lpf
2016-W13,2016-R1W4,2016,W13,1392,Stony Brook,R1W4,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W14,2016-R1W3,2016,W14,1372,SF Austin,R1W3,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W15,2016-R1W2,2016,W15,1451,Weber St,R1W2,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W16a,2016-W16,2016,W16a,1192,F Dickinson,W16,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-W16b,2016-W16,2016,W16b,1195,FL Gulf Coast,W16,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X01,2016-R1X1,2016,X01,1438,Virginia,R1X1,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X02,2016-R1X2,2016,X02,1277,Michigan St,R1X2,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X03,2016-R1X3,2016,X03,1428,Utah,R1X3,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X04,2016-R1X4,2016,X04,1235,Iowa St,R1X4,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X05,2016-R1X5,2016,X05,1345,Purdue,R1X5,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X06,2016-R1X6,2016,X06,1371,Seton Hall,R1X6,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X07,2016-R1X7,2016,X07,1173,Dayton,R1X7,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X08,2016-R1X8,2016,X08,1403,Texas Tech,R1X8,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X09,2016-R1X8,2016,X09,1139,Butler,R1X8,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X10,2016-R1X7,2016,X10,1393,Syracuse,R1X7,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X11,2016-R1X6,2016,X11,1211,Gonzaga,R1X6,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X12,2016-R1X5,2016,X12,1114,Ark Little Rock,R1X5,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X13,2016-R1X4,2016,X13,1233,Iona,R1X4,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X14,2016-R1X3,2016,X14,1201,Fresno St,R1X3,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X15,2016-R1X2,2016,X15,1292,MTSU,R1X2,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-X16,2016-R1X1,2016,X16,1214,Hampton,R1X1,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y01,2016-R1Y1,2016,Y01,1242,Kansas,R1Y1,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y02,2016-R1Y2,2016,Y02,1437,Villanova,R1Y2,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y03,2016-R1Y3,2016,Y03,1274,Miami FL,R1Y3,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y04,2016-R1Y4,2016,Y04,1143,California,R1Y4,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y05,2016-R1Y5,2016,Y05,1268,Maryland,R1Y5,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y06,2016-R1Y6,2016,Y06,1112,Arizona,R1Y6,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y07,2016-R1Y7,2016,Y07,1234,Iowa,R1Y7,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y08,2016-R1Y8,2016,Y08,1160,Colorado,R1Y8,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y09,2016-R1Y8,2016,Y09,1163,Connecticut,R1Y8,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y10,2016-R1Y7,2016,Y10,1396,Temple,R1Y7,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y11a,2016-Y11,2016,Y11a,1435,Vanderbilt,Y11,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y11b,2016-Y11,2016,Y11b,1455,Wichita St,Y11,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y12,2016-R1Y5,2016,Y12,1355,S Dakota St,R1Y5,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y13,2016-R1Y4,2016,Y13,1218,Hawaii,R1Y4,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y14,2016-R1Y3,2016,Y14,1138,Buffalo,R1Y3,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y15,2016-R1Y2,2016,Y15,1421,UNC Asheville,R1Y2,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Y16,2016-R1Y1,2016,Y16,1122,Austin Peay,R1Y1,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z01,2016-R1Z1,2016,Z01,1332,Oregon,R1Z1,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z02,2016-R1Z2,2016,Z02,1328,Oklahoma,R1Z2,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z03,2016-R1Z3,2016,Z03,1401,Texas A&M,R1Z3,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z04,2016-R1Z4,2016,Z04,1181,Duke,R1Z4,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z05,2016-R1Z5,2016,Z05,1124,Baylor,R1Z5,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z06,2016-R1Z6,2016,Z06,1400,Texas,R1Z6,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z07,2016-R1Z7,2016,Z07,1333,Oregon St,R1Z7,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z08,2016-R1Z8,2016,Z08,1386,St Joseph's PA,R1Z8,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z09,2016-R1Z8,2016,Z09,1153,Cincinnati,R1Z8,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z10,2016-R1Z7,2016,Z10,1433,VA Commonwealth,R1Z7,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z11,2016-R1Z6,2016,Z11,1320,Northern Iowa,R1Z6,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z12,2016-R1Z5,2016,Z12,1463,Yale,R1Z5,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z13,2016-R1Z4,2016,Z13,1423,UNC Wilmington,R1Z4,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z14,2016-R1Z3,2016,Z14,1453,WI Green Bay,R1Z3,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z15,2016-R1Z2,2016,Z15,1167,CS Bakersfield,R1Z2,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z16a,2016-Z16,2016,Z16a,1221,Holy Cross,Z16,1,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-Z16b,2016-Z16,2016,Z16b,1380,Southern Univ,Z16,0,11/2/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
